0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1557,重庆,2018-07-27,2018年07月26日,3,57,256,21,39,8,24,0.6,93,小雨/多云,无持续风向<3级/无持续风向<3级,29℃/36℃,29,36
1556,重庆,2018-07-26,2018年07月25日,3,66,268,30,52,8,32,0.75,95,多云/多云,无持续风向1-2级/无持续风向1-2级,30℃/39℃,30,39
1555,重庆,2018-07-25,2018年07月24日,3,89,344,40,70,10,34,0.82,122,多云/多云,无持续风向1-2级/无持续风向1-2级,32℃/40℃,32,40
1554,重庆,2018-07-24,2018年07月23日,3,87,352,34,59,9,31,0.67,124,晴/多云,无持续风向<3级/无持续风向<3级,28℃/39℃,28,39
1553,重庆,2018-07-23,2018年07月22日,3,70,299,32,57,8,35,0.68,99,晴/晴,无持续风向1-2级/无持续风向1-2级,31℃/40℃,31,40
1552,重庆,2018-07-22,2018年07月21日,3,80,328,28,56,9,32,0.67,114,晴/晴,无持续风向1-2级/无持续风向1-2级,30℃/40℃,30,40
1551,重庆,2018-07-21,2018年07月20日,3,68,255,23,47,8,30,0.55,103,晴/晴,无持续风向<3级/无持续风向<3级,30℃/40℃,30,40
1550,重庆,2018-07-20,2018年07月19日,2,47,149,17,36,8,26,0.48,74,晴/晴,无持续风向1-2级/无持续风向1-2级,29℃/40℃,29,40
1549,重庆,2018-07-19,2018年07月18日,2,50,194,21,42,7,26,0.54,80,晴/晴,无持续风向<3级/无持续风向<3级,29℃/39℃,29,39
1548,重庆,2018-07-18,2018年07月17日,3,58,253,29,52,8,29,0.64,77,晴/多云,无持续风向1-2级/无持续风向1-2级,29℃/38℃,29,38
1547,重庆,2018-07-17,2018年07月16日,3,56,245,24,50,10,36,0.67,80,晴/晴,无持续风向<3级/无持续风向<3级,29℃/38℃,29,38
1546,重庆,2018-07-16,2018年07月15日,2,40,136,16,33,8,27,0.5,65,多云/多云,无持续风向<3级/无持续风向<3级,28℃/38℃,28,38
1545,重庆,2018-07-15,2018年07月14日,2,41,139,17,34,7,23,0.52,62,晴/多云,无持续风向1-2级/无持续风向1-2级,28℃/37℃,28,37
1544,重庆,2018-07-14,2018年07月13日,3,66,322,30,55,8,31,0.72,88,多云/多云,无持续风向1-2级/无持续风向1-2级,26℃/37℃,26,37
1543,重庆,2018-07-13,2018年07月12日,3,78,351,30,54,8,29,0.71,109,多云/多云,无持续风向<3级/无持续风向<3级,26℃/37℃,26,37
1542,重庆,2018-07-12,2018年07月11日,2,48,229,20,36,6,19,0.62,86,多云/多云,无持续风向<3级/无持续风向<3级,28℃/38℃,28,38
1541,重庆,2018-07-11,2018年07月10日,2,46,182,17,34,6,24,0.58,82,多云/多云,无持续风向<3级/无持续风向<3级,27℃/36℃,27,36
1540,重庆,2018-07-10,2018年07月09日,2,42,177,21,39,6,26,0.74,54,多云/多云,无持续风向<3级/无持续风向<3级,25℃/33℃,25,33
1539,重庆,2018-07-09,2018年07月08日,2,48,254,21,36,5,25,0.81,77,多云/多云,无持续风向1-2级/无持续风向1-2级,27℃/34℃,27,34
1538,重庆,2018-07-08,2018年07月07日,3,69,333,32,54,6,30,0.88,84,小雨/多云,无持续风向1-2级/无持续风向1-2级,24℃/31℃,24,31
1537,重庆,2018-07-07,2018年07月07日,2,40,194,23,39,5,34,0.89,46,小雨/多云,无持续风向1-2级/无持续风向1-2级,24℃/31℃,24,31
1536,重庆,2018-07-06,2018年07月06日,3,56,260,34,59,6,43,1.04,34,中雨/中雨,无持续风向<3级/无持续风向<3级,25℃/28℃,25,28
1535,重庆,2018-07-05,2018年07月05日,3,53,237,34,54,5,36,1.01,38,小雨/中雨,无持续风向1-2级/无持续风向1-2级,26℃/30℃,26,30
1534,重庆,2018-07-04,2018年07月04日,3,53,213,34,56,6,42,1.07,26,中雨/阵雨,无持续风向<3级/无持续风向<3级,26℃/30℃,26,30
1533,重庆,2018-07-03,2018年07月03日,2,31,51,16,30,5,27,0.8,34,小雨/中雨,无持续风向1-2级/无持续风向1-2级,24℃/29℃,24,29
1532,重庆,2018-07-02,2018年07月02日,2,38,103,16,36,8,24,0.74,56,多云/中雨,无持续风向<3级/无持续风向<3级,26℃/36℃,26,36
1531,重庆,2018-07-01,2018年07月01日,2,50,189,22,42,7,27,0.8,79,阴/阴,无持续风向1-2级/无持续风向1-2级,25℃/33℃,25,33
1592,重庆,2018-06-30,2018年06月30日,2,49,168,26,49,6,32,0.81,52,中雨/中雨,无持续风向<3级/无持续风向<3级,28℃/33℃,28,33
1591,重庆,2018-06-29,2018年06月29日,3,70,251,31,64,9,38,0.85,88,晴/阴,无持续风向<3级/无持续风向<3级,29℃/37℃,29,37
1590,重庆,2018-06-28,2018年06月28日,3,60,264,17,37,8,29,0.63,90,晴/多云,无持续风向<3级/无持续风向<3级,28℃/37℃,28,37
1589,重庆,2018-06-27,2018年06月27日,2,42,131,13,27,7,25,0.61,71,晴/晴,无持续风向1-2级/无持续风向1-2级,27℃/37℃,27,37
1588,重庆,2018-06-26,2018年06月26日,2,32,73,11,25,6,24,0.57,50,晴/晴,无持续风向1-2级/无持续风向1-2级,27℃/37℃,27,37
1587,重庆,2018-06-25,2018年06月25日,2,30,70,11,25,7,25,0.62,43,多云/多云,无持续风向1-2级/无持续风向1-2级,26℃/36℃,26,36
1586,重庆,2018-06-24,2018年06月24日,2,35,89,14,30,7,33,0.78,43,阴/小雨,无持续风向1-2级/无持续风向1-2级,26℃/33℃,26,33
1585,重庆,2018-06-23,2018年06月23日,2,49,160,21,39,7,37,1.02,53,小雨/中雨,无持续风向<3级/无持续风向<3级,24℃/29℃,24,29
1584,重庆,2018-06-22,2018年06月22日,2,27,11,15,26,5,33,0.89,31,小雨/阴,无持续风向<3级/无持续风向<3级,24℃/32℃,24,32
1583,重庆,2018-06-21,2018年06月21日,2,30,24,17,29,5,31,0.88,29,小雨/小雨,无持续风向<3级/无持续风向<3级,24℃/28℃,24,28
1582,重庆,2018-06-20,2018年06月20日,3,52,205,34,53,5,51,1.22,39,小雨/小雨,微风<3级/微风<3级,24℃/29℃,24,29
1581,重庆,2018-06-19,2018年06月19日,2,48,154,32,49,5,38,1.03,51,阴/阴,无持续风向1-2级/无持续风向1-2级,22℃/30℃,22,30
1580,重庆,2018-06-18,2018年06月18日,2,44,77,30,45,5,35,0.88,31,阴/小雨,无持续风向<3级/无持续风向<3级,23℃/29℃,23,29
1579,重庆,2018-06-17,2018年06月17日,2,44,70,28,44,5,32,0.78,45,小雨/中雨,无持续风向<3级/无持续风向<3级,22℃/26℃,22,26
1578,重庆,2018-06-16,2018年06月16日,3,68,221,47,79,10,51,0.93,18,小雨/中雨,无持续风向1-2级/无持续风向1-2级,22℃/25℃,22,25
1577,重庆,2018-06-15,2018年06月15日,2,44,77,27,44,8,44,0.72,48,小雨/阴,无持续风向<3级/无持续风向<3级,23℃/29℃,23,29
1576,重庆,2018-06-14,2018年06月14日,3,52,124,33,49,8,35,0.81,65,小雨/阴,无持续风向<3级/无持续风向<3级,23℃/29℃,23,29
1575,重庆,2018-06-13,2018年06月13日,3,55,151,34,52,7,41,0.9,66,小雨/小雨,无持续风向<3级/无持续风向<3级,22℃/31℃,22,31
1574,重庆,2018-06-12,2018年06月12日,2,45,63,18,27,6,28,0.69,86,阴/多云,无持续风向<3级/无持续风向<3级,21℃/27℃,21,27
1573,重庆,2018-06-11,2018年06月11日,3,61,151,37,67,11,57,0.94,69,中雨/大雨,无持续风向1-2级/无持续风向1-2级,24℃/32℃,24,32
1572,重庆,2018-06-10,2018年06月10日,3,90,357,33,63,12,45,0.76,123,多云/多云,无持续风向1-2级/无持续风向1-2级,24℃/33℃,24,33
1571,重庆,2018-06-09,2018年06月09日,3,67,298,25,42,7,27,0.6,109,多云/阴,无持续风向1-2级/无持续风向1-2级,21℃/29℃,21,29
1570,重庆,2018-06-08,2018年06月08日,3,60,212,34,64,10,46,0.81,63,阵雨/多云,无持续风向1-2级/无持续风向1-2级,22℃/29℃,22,29
1569,重庆,2018-06-07,2018年06月07日,4,110,313,38,72,11,53,0.97,146,晴/多云,无持续风向1-2级/无持续风向1-2级,22℃/35℃,22,35
1568,重庆,2018-06-06,2018年06月06日,3,98,275,36,70,10,58,0.98,125,晴/晴,无持续风向1-2级/无持续风向1-2级,21℃/34℃,21,34
1567,重庆,2018-06-05,2018年06月05日,3,72,211,30,56,7,46,0.83,93,多云/晴,无持续风向1-2级/无持续风向1-2级,21℃/30℃,21,30
1566,重庆,2018-06-04,2018年06月04日,3,54,101,34,57,7,36,0.75,68,阴/多云,无持续风向1-2级/无持续风向1-2级,19℃/27℃,19,27
1565,重庆,2018-06-03,2018年06月03日,3,70,164,48,77,10,50,1.01,63,中雨/阵雨,无持续风向<3级/无持续风向<3级,20℃/25℃,20,25
1564,重庆,2018-06-02,2018年06月02日,3,52,86,31,55,8,46,0.86,54,多云/阴,无持续风向<3级/无持续风向<3级,22℃/27℃,22,27
1563,重庆,2018-06-01,2018年06月01日,2,41,47,23,40,8,42,0.8,29,阴/多云,无持续风向<3级/无持续风向<3级,21℃/29℃,21,29
1624,重庆,2018-05-31,2018年05月31日,3,53,106,35,57,6,45,0.87,44,小雨/阴,无持续风向1-2级/无持续风向1-2级,19℃/24℃,19,24
1623,重庆,2018-05-30,2018年05月30日,3,62,161,34,72,9,62,0.89,34,阴/小雨,无持续风向<3级/无持续风向<3级,20℃/28℃,20,28
1622,重庆,2018-05-29,2018年05月29日,3,80,205,45,107,11,68,1.06,26,阴/小雨,无持续风向<3级/无持续风向<3级,20℃/27℃,20,27
1621,重庆,2018-05-28,2018年05月28日,3,76,158,37,99,11,51,0.91,61,多云/阴,无持续风向<3级/无持续风向<3级,19℃/27℃,19,27
1620,重庆,2018-05-27,2018年05月27日,3,54,105,27,62,5,33,0.65,57,阴/多云,无持续风向1-2级/无持续风向1-2级,17℃/23℃,17,23
1619,重庆,2018-05-26,2018年05月26日,3,65,215,42,78,7,42,0.86,36,小雨/小雨,无持续风向1-2级/无持续风向1-2级,19℃/24℃,19,24
1618,重庆,2018-05-25,2018年05月25日,3,51,106,33,55,7,41,0.95,56,阴/小雨,无持续风向1-2级/无持续风向1-2级,21℃/27℃,21,27
1617,重庆,2018-05-24,2018年05月24日,2,30,11,16,29,5,36,0.84,28,阵雨/小雨,无持续风向1-2级/无持续风向1-2级,19℃/27℃,19,27
1616,重庆,2018-05-23,2018年05月23日,2,46,61,17,44,8,28,0.65,61,阴/阴,无持续风向<3级/无持续风向<3级,23℃/32℃,23,32
1615,重庆,2018-05-22,2018年05月22日,2,30,17,13,25,5,21,0.64,50,阴/多云,无持续风向<3级/无持续风向<3级,22℃/29℃,22,29
1614,重庆,2018-05-21,2018年05月21日,3,56,231,21,43,7,29,0.87,85,中雨/中雨,无持续风向<3级/无持续风向<3级,23℃/28℃,23,28
1613,重庆,2018-05-20,2018年05月20日,2,50,147,15,29,6,29,0.78,88,阵雨/阵雨,无持续风向<3级/无持续风向<3级,25℃/32℃,25,32
1612,重庆,2018-05-19,2018年05月19日,3,51,113,28,47,7,37,0.87,76,小雨/小雨,无持续风向<3级/无持续风向<3级,23℃/32℃,23,32
1611,重庆,2018-05-18,2018年05月18日,2,48,58,25,40,6,35,0.76,88,小雨/小雨,无持续风向<3级/无持续风向<3级,23℃/32℃,23,32
1610,重庆,2018-05-17,2018年05月17日,3,56,147,24,52,9,38,0.79,72,中雨/小雨,微风<3级/微风<3级,24℃/32℃,24,32
1609,重庆,2018-05-16,2018年05月16日,3,94,314,34,75,13,51,0.93,116,多云/小雨,无持续风向<3级/无持续风向<3级,24℃/37℃,24,37
1608,重庆,2018-05-15,2018年05月15日,3,90,297,31,69,12,56,0.9,124,多云/晴,无持续风向<3级/无持续风向<3级,24℃/35℃,24,35
1607,重庆,2018-05-14,2018年05月14日,3,72,168,28,65,12,63,0.97,88,多云/多云,无持续风向<3级/无持续风向<3级,22℃/35℃,22,35
1606,重庆,2018-05-13,2018年05月13日,3,86,257,36,75,10,63,0.98,97,晴/多云,无持续风向<3级/无持续风向<3级,19℃/31℃,19,31
1605,重庆,2018-05-12,2018年05月12日,3,75,232,35,60,6,50,1.0,78,多云/晴,无持续风向<3级/无持续风向<3级,18℃/27℃,18,27
1604,重庆,2018-05-11,2018年05月11日,2,36,17,23,35,5,35,0.83,40,小雨/多云,无持续风向<3级/无持续风向<3级,18℃/23℃,18,23
1603,重庆,2018-05-10,2018年05月10日,2,39,37,23,37,7,33,0.72,46,小雨/小雨,无持续风向<3级/无持续风向<3级,18℃/22℃,18,22
1602,重庆,2018-05-09,2018年05月09日,2,41,47,26,39,5,32,0.68,61,小雨/小雨,无持续风向<3级/无持续风向<3级,21℃/26℃,21,26
1601,重庆,2018-05-08,2018年05月08日,3,52,113,23,47,9,38,0.75,69,多云/多云,无持续风向<3级/无持续风向<3级,20℃/30℃,20,30
1600,重庆,2018-05-07,2018年05月07日,3,74,275,30,72,9,41,0.73,107,晴/多云,无持续风向<3级/无持续风向<3级,18℃/28℃,18,28
1599,重庆,2018-05-06,2018年05月06日,3,56,177,24,60,6,26,0.56,77,阴/多云,无持续风向<3级/无持续风向<3级,17℃/26℃,17,26
1598,重庆,2018-05-05,2018年05月05日,2,48,76,29,49,7,34,0.81,43,小雨/中雨,无持续风向<3级/无持续风向<3级,20℃/26℃,20,26
1597,重庆,2018-05-04,2018年05月04日,2,47,51,24,44,9,32,0.77,68,小雨/小雨,无持续风向<3级/无持续风向<3级,19℃/28℃,19,28
1596,重庆,2018-05-03,2018年05月03日,3,54,90,28,58,9,53,0.88,41,阴/小雨,无持续风向<3级/无持续风向<3级,20℃/25℃,20,25
1595,重庆,2018-05-02,2018年05月02日,3,51,90,29,52,5,44,0.78,67,小雨/小雨,无持续风向<3级/无持续风向<3级,22℃/27℃,22,27
1594,重庆,2018-05-01,2018年05月01日,3,66,195,46,70,7,41,0.91,62,中雨/小雨,无持续风向<3级/无持续风向<3级,22℃/27℃,22,27
1655,重庆,2018-04-29,2018年04月30日,3,73,142,31,59,11,36,0.81,93,多云/阵雨,无持续风向<3级/无持续风向<3级,21℃/30℃,21,30
1654,重庆,2018-04-28,2018年04月29日,3,55,53,28,56,10,46,0.91,58,多云/多云,微风<3级/微风<3级,20℃/30℃,20,30
1653,重庆,2018-04-27,2018年04月28日,3,61,107,29,59,10,50,0.89,69,小雨/阴,微风<3级/微风<3级,20℃/26℃,20,26
1652,重庆,2018-04-26,2018年04月27日,2,37,19,18,34,5,32,0.73,56,多云/多云,无持续风向<3级/无持续风向<3级,18℃/29℃,18,29
1651,重庆,2018-04-25,2018年04月26日,2,19,2,10,18,4,26,0.69,28,多云/多云,无持续风向<3级/无持续风向<3级,16℃/25℃,16,25
1650,重庆,2018-04-24,2018年04月25日,2,29,10,18,28,4,30,0.82,34,小雨/小雨,无持续风向<3级/无持续风向<3级,16℃/19℃,16,19
1649,重庆,2018-04-23,2018年04月24日,3,56,220,36,59,8,55,1.1,29,小雨/小雨,无持续风向<3级/无持续风向<3级,19℃/22℃,19,22
1648,重庆,2018-04-22,2018年04月23日,2,46,105,30,45,6,29,0.96,56,小雨/小雨,无持续风向<3级/无持续风向<3级,20℃/26℃,20,26
1647,重庆,2018-04-21,2018年04月22日,3,60,159,40,65,8,34,0.96,57,阴/小雨,无持续风向<3级/无持续风向<3级,20℃/27℃,20,27
1646,重庆,2018-04-20,2018年04月21日,3,57,67,36,62,7,35,0.86,60,多云/小雨,无持续风向<3级/无持续风向<3级,20℃/29℃,20,29
1645,重庆,2018-04-19,2018年04月20日,3,61,53,24,59,10,39,0.81,91,小雨/阴,无持续风向<3级/无持续风向<3级,20℃/28℃,20,28
1644,重庆,2018-04-18,2018年04月19日,3,80,119,33,76,13,57,0.94,93,多云/小雨,无持续风向<3级/无持续风向<3级,20℃/31℃,20,31
1643,重庆,2018-04-17,2018年04月18日,3,60,52,23,58,11,48,0.78,79,晴/多云,无持续风向<3级/无持续风向<3级,17℃/30℃,17,30
1642,重庆,2018-04-16,2018年04月17日,3,56,59,25,57,10,45,0.79,61,晴/晴,微风<3级/微风<3级,17℃/27℃,17,27
1641,重庆,2018-04-15,2018年04月16日,2,38,33,18,38,6,32,0.59,52,晴/晴,无持续风向<3级/无持续风向<3级,12℃/24℃,12,24
1640,重庆,2018-04-14,2018年04月15日,2,29,15,9,15,4,22,0.5,55,阴/多云,无持续风向<3级/无持续风向<3级,12℃/20℃,12,20
1639,重庆,2018-04-13,2018年04月14日,2,35,30,22,34,6,31,0.84,30,小雨/多云,微风<3级/微风<3级,14℃/16℃,14,16
1638,重庆,2018-04-12,2018年04月13日,3,64,152,41,77,12,52,0.98,37,小雨/小雨,无持续风向<3级/无持续风向<3级,14℃/19℃,14,19
1637,重庆,2018-04-11,2018年04月12日,3,88,226,60,125,13,58,1.05,60,小雨/中雨,微风<3级/微风<3级,16℃/27℃,16,27
1636,重庆,2018-04-10,2018年04月11日,3,91,220,53,130,14,68,1.09,76,多云/小雨,无持续风向<3级/无持续风向<3级,21℃/30℃,21,30
1635,重庆,2018-04-09,2018年04月10日,3,82,194,39,112,13,62,0.95,78,多云/阴,无持续风向<3级/无持续风向<3级,18℃/30℃,18,30
1634,重庆,2018-04-08,2018年04月09日,3,77,183,32,101,13,57,0.87,72,晴/多云,无持续风向<3级/无持续风向<3级,15℃/27℃,15,27
1633,重庆,2018-04-07,2018年04月08日,3,69,171,26,86,7,32,0.67,60,晴/晴,无持续风向<3级/无持续风向<3级,15℃/26℃,15,26
1632,重庆,2018-04-06,2018年04月07日,2,36,7,13,30,5,25,0.62,55,晴/多云,无持续风向<3级/无持续风向<3级,12℃/22℃,12,22
1630,重庆,2018-04-05,2018年04月05日,2,39,24,21,35,5,24,0.74,56,中雨/小雨,无持续风向<3级/无持续风向<3级,14℃/22℃,14,22
1631,重庆,2018-04-05,2018年04月06日,2,39,24,21,35,5,24,0.74,56,多云/多云,无持续风向<3级/无持续风向<3级,12℃/20℃,12,20
1629,重庆,2018-04-04,2018年04月04日,3,65,170,33,79,11,53,0.96,63,多云/中雨,无持续风向<3级/无持续风向<3级,18℃/28℃,18,28
1628,重庆,2018-04-03,2018年04月03日,3,66,109,27,76,10,55,0.95,71,晴/多云,无持续风向<3级/无持续风向<3级,17℃/29℃,17,29
1627,重庆,2018-04-02,2018年04月02日,3,59,44,28,65,9,48,0.96,71,晴/多云,无持续风向<3级/无持续风向<3级,16℃/27℃,16,27
1626,重庆,2018-04-01,2018年04月01日,2,50,28,28,52,6,35,0.89,46,多云/多云,无持续风向<3级/无持续风向<3级,15℃/26℃,15,26
1687,重庆,2018-03-31,2018年03月31日,2,45,28,26,46,8,49,1.09,14,中雨/小雨,无持续风向<3级/无持续风向<3级,17℃/20℃,17,20
1686,重庆,2018-03-30,2018年03月30日,2,50,43,27,53,9,57,1.14,29,多云/阵雨,无持续风向<3级/无持续风向<3级,16℃/25℃,16,25
1685,重庆,2018-03-29,2018年03月29日,2,46,36,28,47,6,50,1.0,40,多云/阴,无持续风向<3级/无持续风向<3级,15℃/23℃,15,23
1684,重庆,2018-03-28,2018年03月28日,2,50,33,35,50,6,49,1.1,21,小雨/阴,无持续风向<3级/无持续风向<3级,15℃/19℃,15,19
1683,重庆,2018-03-27,2018年03月27日,3,84,208,62,97,10,58,1.24,21,阴/小雨,无持续风向<3级/无持续风向<3级,15℃/21℃,15,21
1682,重庆,2018-03-26,2018年03月26日,3,64,90,43,73,10,51,1.25,32,多云/多云,无持续风向<3级/无持续风向<3级,14℃/22℃,14,22
1681,重庆,2018-03-25,2018年03月25日,3,59,59,41,64,6,44,1.02,27,阴/多云,无持续风向<3级/无持续风向<3级,14℃/21℃,14,21
1680,重庆,2018-03-24,2018年03月24日,3,63,71,43,72,7,54,1.05,14,阵雨/阵雨,无持续风向<3级/无持续风向<3级,14℃/18℃,14,18
1679,重庆,2018-03-23,2018年03月23日,3,81,165,45,111,13,77,1.15,25,阵雨/小雨,无持续风向<3级/无持续风向<3级,14℃/20℃,14,20
1678,重庆,2018-03-22,2018年03月22日,3,66,120,31,80,10,56,1.02,47,晴/多云,无持续风向<3级/无持续风向<3级,13℃/25℃,13,25
1677,重庆,2018-03-21,2018年03月21日,2,45,57,20,46,8,45,0.86,45,多云/多云,无持续风向<3级/无持续风向<3级,13℃/20℃,13,20
1676,重庆,2018-03-20,2018年03月20日,2,36,53,18,33,7,36,0.86,46,晴/多云,无持续风向<3级/无持续风向<3级,13℃/22℃,13,22
1675,重庆,2018-03-19,2018年03月19日,2,33,32,18,33,6,32,0.79,39,小雨/多云,无持续风向<3级/无持续风向<3级,11℃/19℃,11,19
1674,重庆,2018-03-18,2018年03月18日,2,33,26,19,32,7,30,0.8,22,小雨/小雨,无持续风向<3级/无持续风向<3级,15℃/22℃,15,22
1673,重庆,2018-03-17,2018年03月17日,2,40,18,20,39,9,30,0.77,68,阴/阵雨,无持续风向<3级/无持续风向<3级,17℃/23℃,17,23
1672,重庆,2018-03-16,2018年03月16日,3,57,196,34,61,8,43,0.89,66,多云/阵雨,无持续风向<3级/无持续风向<3级,15℃/23℃,15,23
1671,重庆,2018-03-15,2018年03月15日,3,60,145,40,62,9,48,1.04,58,晴/多云,无持续风向<3级/无持续风向<3级,13℃/26℃,13,26
1670,重庆,2018-03-14,2018年03月14日,3,80,213,59,84,10,47,1.31,49,多云/晴,微风<3级/微风<3级,12℃/23℃,12,23
1669,重庆,2018-03-13,2018年03月13日,3,85,213,63,87,7,59,1.16,26,阵雨/多云,无持续风向<3级/无持续风向<3级,14℃/19℃,14,19
1668,重庆,2018-03-12,2018年03月12日,3,83,205,61,105,15,66,1.19,27,阴/阴,微风<3级/微风<3级,14℃/21℃,14,21
1667,重庆,2018-03-11,2018年03月11日,3,68,123,45,82,12,57,0.96,42,阴/多云,无持续风向<3级/无持续风向<3级,13℃/19℃,13,19
1666,重庆,2018-03-10,2018年03月10日,3,58,53,29,65,11,49,0.79,56,多云/阴,微风<3级/微风<3级,14℃/22℃,14,22
1665,重庆,2018-03-09,2018年03月09日,3,58,130,22,65,10,49,0.88,60,晴/多云,微风<3级/微风<3级,12℃/22℃,12,22
1664,重庆,2018-03-08,2018年03月08日,2,44,108,21,46,7,40,0.84,35,多云/晴,无持续风向<3级/无持续风向<3级,10℃/20℃,10,20
1663,重庆,2018-03-07,2018年03月07日,2,25,11,15,24,5,32,0.74,26,小雨/多云,无持续风向<3级/无持续风向<3级,9℃/15℃,9,15
1662,重庆,2018-03-06,2018年03月06日,2,31,25,20,30,5,36,0.8,21,小雨/小雨,无持续风向<3级/无持续风向<3级,11℃/14℃,11,14
1661,重庆,2018-03-05,2018年03月05日,2,36,43,18,35,10,35,0.68,35,阴/小雨,无持续风向<3级/无持续风向<3级,12℃/17℃,12,17
1660,重庆,2018-03-04,2018年03月04日,3,66,224,40,81,10,44,0.99,36,阴/多云,无持续风向<3级/无持续风向<3级,11℃/18℃,11,18
1659,重庆,2018-03-03,2018年03月03日,2,44,38,26,44,9,36,0.98,39,阴/小雨,无持续风向<3级/无持续风向<3级,14℃/22℃,14,22
1658,重庆,2018-03-02,2018年03月02日,3,60,134,39,60,10,37,0.96,51,多云/多云,无持续风向<3级/无持续风向<3级,14℃/21℃,14,21
1657,重庆,2018-03-01,2018年03月01日,3,64,169,45,71,9,44,1.0,68,阴/阴,无持续风向<3级/无持续风向<3级,14℃/18℃,14,18
1716,重庆,2018-02-28,2018年02月28日,3,74,217,54,79,10,46,1.25,37,多云/阴,无持续风向<3级/无持续风向<3级,9℃/20℃,9,20
1715,重庆,2018-02-27,2018年02月27日,3,79,220,57,86,10,58,1.21,17,阴/多云,微风<3级/微风<3级,9℃/15℃,9,15
1714,重庆,2018-02-26,2018年02月26日,3,57,110,39,60,10,59,1.24,24,阴/小雨,无持续风向<3级/无持续风向<3级,10℃/14℃,10,14
1713,重庆,2018-02-25,2018年02月25日,3,51,83,34,49,10,43,1.23,48,多云/多云,无持续风向<3级/无持续风向<3级,8℃/17℃,8,17
1712,重庆,2018-02-24,2018年02月24日,2,49,118,33,46,7,33,1.0,43,阴/多云,无持续风向<3级/无持续风向<3级,11℃/16℃,11,16
1711,重庆,2018-02-23,2018年02月23日,2,36,58,24,35,7,28,0.94,35,多云/小雨,无持续风向<3级/无持续风向<3级,8℃/16℃,8,16
1710,重庆,2018-02-22,2018年02月22日,2,28,35,19,26,5,26,0.89,30,多云/多云,无持续风向<3级/微风<3级,7℃/15℃,7,15
1709,重庆,2018-02-21,2018年02月21日,2,28,12,19,26,5,25,1.19,23,小雨/小雨,无持续风向<3级/无持续风向<3级,9℃/11℃,9,11
1708,重庆,2018-02-20,2018年02月20日,3,53,118,37,48,5,22,1.14,45,阴/阴,无持续风向<3级/无持续风向<3级,10℃/14℃,10,14
1707,重庆,2018-02-19,2018年02月19日,3,64,212,45,60,6,22,0.98,54,阴/阴,微风<3级/微风<3级,10℃/12℃,10,12
1706,重庆,2018-02-18,2018年02月18日,4,111,296,83,107,9,39,1.34,28,小雨/阴,微风<3级/微风<3级,8℃/13℃,8,13
1705,重庆,2018-02-17,2018年02月17日,4,131,289,98,123,11,40,1.39,29,阴/小雨,微风<3级/微风<3级,10℃/14℃,10,14
1704,重庆,2018-02-16,2018年02月16日,1,164,255,126,159,18,30,1.26,47,多云/阴,无持续风向<3级/微风<3级,10℃/14℃,10,14
1703,重庆,2018-02-15,2018年02月15日,3,99,264,74,105,8,34,1.08,50,阴/多云,无持续风向<3级/无持续风向<3级,7℃/11℃,7,11
1702,重庆,2018-02-14,2018年02月14日,3,86,215,63,86,7,41,1.17,30,阴/阴,无持续风向<3级/无持续风向<3级,8℃/14℃,8,14
1701,重庆,2018-02-13,2018年02月13日,3,71,155,51,70,9,37,1.18,19,多云/多云,无持续风向<3级/无持续风向<3级,7℃/14℃,7,14
1700,重庆,2018-02-12,2018年02月12日,3,54,78,37,56,5,39,1.01,10,小雨/多云,无持续风向<3级/无持续风向<3级,6℃/9℃,6,9
1699,重庆,2018-02-11,2018年02月11日,2,46,40,30,44,5,38,0.87,13,阴/阴,无持续风向<3级/无持续风向<3级,6℃/9℃,6,9
1698,重庆,2018-02-10,2018年02月10日,3,81,163,60,80,8,45,0.93,19,小雨/小雨,无持续风向<3级/无持续风向<3级,6℃/8℃,6,8
1697,重庆,2018-02-09,2018年02月09日,4,114,188,85,122,11,58,1.02,37,阴/小雨,无持续风向<3级/无持续风向<3级,7℃/10℃,7,10
1696,重庆,2018-02-08,2018年02月08日,4,126,319,95,132,12,57,1.09,32,阴/小雨,微风<3级/微风<3级,6℃/10℃,6,10
1695,重庆,2018-02-07,2018年02月07日,4,137,343,104,148,14,61,1.18,21,阴/阴,无持续风向<3级/无持续风向<3级,5℃/8℃,5,8
1694,重庆,2018-02-06,2018年02月06日,3,98,301,73,109,10,56,1.04,20,多云/阴,无持续风向<3级/无持续风向<3级,3℃/11℃,3,11
1693,重庆,2018-02-05,2018年02月05日,3,75,232,54,86,9,50,0.78,30,多云/多云,无持续风向<3级/无持续风向<3级,5℃/11℃,5,11
1692,重庆,2018-02-04,2018年02月04日,3,63,143,40,73,9,40,0.68,50,阴/阴,无持续风向<3级/无持续风向<3级,6℃/10℃,6,10
1691,重庆,2018-02-03,2018年02月03日,3,81,291,56,93,10,49,0.88,39,阴/阴,无持续风向<3级/无持续风向<3级,6℃/9℃,6,9
1690,重庆,2018-02-02,2018年02月02日,4,115,308,86,132,15,58,1.14,21,阴/阴,微风<3级/微风<3级,5℃/8℃,5,8
1689,重庆,2018-02-01,2018年02月01日,3,86,186,62,104,14,64,1.07,16,多云/阴,无持续风向<3级/无持续风向<3级,4℃/10℃,4,10
